BOULEVARD DE L EUROPE,OULLINS
MONTEE DU BOURG,ST LOUP
RUE PROFESSEUR SANTY,PONTCHARRA SUR TURDINE
AVENUE DE L EUROPE,RILLIEUX LA PAPE
AVENUE DU MONT BLANC,RILLIEUX LA PAPE
ROUTE DE GENEVE,RILLIEUX LA PAPE
ROUTE DE GENEVE,RILLIEUX LA PAPE
AVENUE VICTOR HUGO,RILLIEUX LA PAPE
AVENUE DU VAL DE SAONE,SATHONAY CAMP
AVENUE DE LA GARE,SATHONAY CAMP
RUE DE LA CHAUX,ST CYR AU MONT D OR
PLACE GENERAL DE GAULLE,ST CYR AU MONT D OR
LA CREUSE,LE PERREON
RUE DE LA VAUXONNE,LE PERREON
LIEU DIT POUGELON,ST ETIENNE DES OULLIERES
RUE ARISTIDE BRIAND,ST FONS
PLACE ALSACE LORRAINE,ST GENIS LAVAL
CHEMIN DE BEAUNANT,ST GENIS LAVAL
ROUTE DE VOURLES,ST GENIS LAVAL
CHEMIN DE BEAUVERSANT,ST GENIS LAVAL
LIEU DIT LA CHAPELLE DE BEAUNANT,ST GENIS LAVAL
AVENUE CHARLES DE GAULLE,ST GENIS LAVAL
RUE PARMENTIER,PIERRE BENITE
AVENUE JEAN MOULIN,PIERRE BENITE
CHEMIN DES HAUTS DE SELETTES,IRIGNY
AVENUE CHARLES DE GAULLE,ST GEORGES DE RENEINS
PLACE DE L EGLISE,QUINCIEUX
CHEMIN PIERRE ALEXANDRE GUILLET,QUINCIEUX
CURTHELY,ST BONNET DES BRUYERES
GRANDE RUE,ST PRIEST
AVENUE DE LA GARE,ST PRIEST
ROUTE D HEYRIEUX,ST PRIEST
RUE HENRI ALAIN FOURNIER,ST PRIEST
IMPASSE D AUVERGNE,ST PRIEST
RUE DU 8 MAI 1945,ST PRIEST
IMPASSE DE L ESPERANCE,COMMUNAY
ROUTE DE TERNAY,SEREZIN DU RHONE
PLACE DE LA MAIRIE,SIMANDRES
RUE DE CHARRIOLLE,SOLAIZE
RUE DES EPARVIERS,SOLAIZE
PLACE DU LAVOIR,ST SYMPHORIEN D OZON
RUE DE VILLENEUVE,TERNAY
AVENUE EMMANUEL CLEMENT,ST SYMPHORIEN SUR COISE
GRAND RUE,VAL DE MODER
RUE DE L EGLISE,UHLWILLER
RUE PRINCIPALE,NEUHAEUSEL
RUE DE LA GARE,ROESCHWOOG
RUE DU LIEUTENANT LESPAGNOL,HOLTZHEIM
RUE PRINCIPALE,TRIMBACH
RUE DE KOENIGSBRUCK,SOUFFLENHEIM
RUE DE LA SOULE,CHERAUTE
RUE DE BELA,MAULEON LICHARRE
PLACE DE LA RESISTANCE,MAULEON LICHARRE
HAMEAU DE MENDIBIEU,MONCAYOLLE LARRORY MENDIBIEU
HAMEAU DE MONCAYOLLE,MONCAYOLLE LARRORY MENDIBIEU
ROUTE DE BAYONNE,BILLERE
RUE DE LA PLAINE,BILLERE
AVENUE DU CHATEAU D ESTE,BILLERE
AVENUE LALANNE,BILLERE
AVENUE DU CHANOINE PASSAILH,LONS
CHEMIN DE VERGEZ,LAHOURCADE
RUE HONORE BARADAT,MOURENX
RUE DE LA CARRERE,OS MARSILLON
PLACE SAINTE FOY,MORLAAS
RUE ANTOINE DE SAINT EXUPERY,MORLAAS
CHEMIN DE LAPOUDGE,ABERE
ROUTE DEPARTEMENTALE 227,COSLEDAA LUBE BOAST
RUE GASTON FEBUS,GABASTON
CHEMIN DES BRUYERES,MONASSUT AUDIRACQ
RUE DES FORS,MORLAAS
RUE DU BOURG NEUF,MORLAAS
RUE DE LA MAIRIE,ST LAURENT BRETAGNE
RUE DE LA BIE CABE,ARTIX
ROUTE D HERM,LACQ
ROUTE DEPARTEMENTALE 817,LACQ
PLACE DE L EGLISE,SERRES STE MARIE
RUE DE L ECOLE,RIVEHAUTE
ROUTE DU SAISON,CHARRE
RUE DES PLATANES,CHARRE
RUE DE SAINT ANDREU,LAY LAMIDOU
PLACE DARRALDE,NAVARRENX
ROUTE DE LA MAIRIE,OGENNE CAMPTORT
LE BOURG,PRECHACQ JOSBAIG
CHEMIN D APPALOT,BASSUSSARRY
AVENUE JAULERRY,BIARRITZ
AVENUE DE PIOCHE,BIARRITZ
AVENUE DE LA MILADY,BIARRITZ
AVENUE DU PRESIDENT KENNEDY,BIARRITZ
CHEMIN DE ZIBURIA,ARBONNE
RUE DE L EGLISE,GUETHARY
LOTISSEMENT JAURREGUIA,BIDART
ROUTE DE SAINT PEE,ARBONNE
ROND POINT DE LA RHUNE,BIDART
LE BOURG,AINCILLE
BOURG,AINHICE MONGELOS
LE BOURG,LASSE
ROUTE DE BAIGORRY,IROULEGUY
RUE DU PARVIS,LESCAR
CHEMIN DES ECOLES,ARTIGUELOUVE
RUE DE LA CARRERE,BOUGARBER
RUE MAUBEC,LESCAR
AVENUE ANDRE MARIE AMPERE,LESCAR
AVENUE DE TARBES,LESCAR
IMPASSE DE LA PLAINE,POEY DE LESCAR
CHEMIN DE LA CARIBETTE,POEY DE LESCAR
CHEMIN DES ECOLES,SAUVAGNON
LE BOURG,AYHERRE
ROUTE DE CELHAY,HASPARREN
QUARTIER PESSAROU,LA BASTIDE CLAIRENCE
ROUTE DE CAMBO,HASPARREN
RUE PRINCIPALE,ITXASSOU
RUE PRINCIPALE,SOURAIDE
CHEMIN D ANTCHUBERROA,CAMBO LES BAINS
ROUTE DEPARTEMENTALE 918,ITXASSOU
ROUTE DEPARTEMENTALE 918,ITXASSOU
LOTISSEMENT IRIGOINIA,ITXASSOU
RUE LARRIBAU,BUZY
RUE DE LA MARQUE,CASTET
AVENUE DES CHENES,IZESTE
CHEMIN DU BOURG,LYS
CHEMIN LAGUANGUE,SEVIGNACQ MEYRACQ
RUE DU BOIS,LAHONTAN
ROUTE DEPARTEMENTALE 817,PUYOO
QUARTIER DE L EGLISE,ARANCOU
QUARTIER DU MIRAILH,AUTERRIVE
RUE LONGUE,BELLOCQ
CHAUSSEES DE LASBORDES,ESCOS
ROUTE DEPARTEMENTALE 817,RAMOUS
PLACE DE L EGLISE,ST DOS
QUARTIER DU COUT,SALIES DE BEARN
ROUTE D ORTHEZ,SALIES DE BEARN
CHEMIN DU CHATEAU,SALIES DE BEARN
BOULEVARD DE PARIS,SALIES DE BEARN
CHEMIN PEPICQ,AUBERTIN
RUE PIERRE BIDAU,BOSDARROS
CHEMIN DE LA CHAPELLE,GAN
AVENUE DES PYRENEES,GAN
CHEMIN DU BOURG,LABEYRIE
RUE LARRIQUE,ORTHEZ
RUE HENRIETTE LASSERRE,ORTHEZ
AVENUE GEORGES MOUTET,ORTHEZ
AVENUE DE NAVARRE,ORTHEZ
ROUTE DE DAX,ST BOES
ROUTE D USTARITZ,ST PEE SUR NIVELLE
ROUTE DU COL DE SAINT IGNACE,SARE
ROUTE D AHETZE,ST PEE SUR NIVELLE
CHEMIN DE LABIELLE,ARESSY
RUE MATACHOT,ARESSY
CHEMIN LARRIBAU,BIZANOS
RUE GEORGES CLEMENCEAU,BIZANOS
ROUTE DE CHEZ ROGER,ST PRIEST SOUS AIXE
PLACE DE LA MAIRIE,SAILLAT SUR VIENNE
RUE CLAUDE MONET,JOURGNAC
CHARBONNIERES,BLANZAC
ROUSSIS,COGNAC LA FORET
ROUTE D EYMOUTIERS,SUSSAC
PELLECHEVENT,CHAMBORET
RUE DE LA GARE,LA JONCHERE ST MAURICE
MALLETY,ST LEGER LA MONTAGNE
AVENUE LEON BETOULLE,PANAZOL
L HOUME,AZAT LE RIS
MARTINET,ARNAC LA POSTE
RUE PRINCIPALE,ORADOUR ST GENEST
BUSSEROLLES,FLAVIGNAC
LE NOUHAUD,FROMENTAL
IMPASSE DU PETIT BOIS,CONDAT SUR VIENNE
RUE ABBE VINCENT,CAPAVENIR VOSGES
PLACE DE LA MAIRIE,REHAINCOURT
RUE DE LA DIVISION LECLERC,NOMEXY
RUE DE LA CHAPELLE,FRIZON
RUE DE LA CHAUME,LE THILLOT
RUE MALDOYENNE,REMIREMONT
RUE DES ETATS UNIS,REMIREMONT
FAUBOURG D EPINAL,REMIREMONT
PLACE DES MARTYRS DE LA RESISTANCE,REMIREMONT
RUE CHARLES DE GAULLE,REMIREMONT
RUE DE REMIREMONT,EPINAL
RUE DU GENERAL HAXO,EPINAL
RUE JEAN CHARLES PELLERIN,EPINAL
RUE JULES FERRY,CHANTRAINE
RUE DES FORGES,CHANTRAINE
RUE DU VIEUX MOULIN,CHANTRAINE
RUE DE LA 7E ARMEE,EPINAL
RUE JUILLARD,EPINAL
RUE DE LA BASSE ROLAND,EPINAL
RUE SAINT MICHEL,EPINAL
AVENUE DE BEAU SITE,EPINAL
RUE CLAUDE CARDINET,EPINAL
RUE DE CENDRILLON,EPINAL
RUE DU COLONEL JACQUES PIERRE,ST DIE DES VOSGES
RUE DU MARECHAL FOCH,ST DIE DES VOSGES
RUE DU 10E BATAILLON DE CHASSEURS A PIEDS,ST DIE DES VOSGES
RUE MAURICE JEANDON,ST DIE DES VOSGES
RUE DU PARC,ST DIE DES VOSGES
RUE DES 3 VILLES,ST DIE DES VOSGES
RUE DU PARADIS,ST DIE DES VOSGES
RUE DU SOUVENIR FRANCAIS,ST DIE DES VOSGES
RUE RENE FONCK,ST DIE DES VOSGES
RUE BALDENSPERGER,ST DIE DES VOSGES
CHEMIN DU SPITZEMBERG,NAYEMONT LES FOSSES
LA RUE,TAINTRUX
LA RUE,TAINTRUX
CHEMIN DU PETIT PARIS,TAINTRUX
CHEMIN DES COURTES ROYES,TAINTRUX
RUE ERNEST CHARLIER,STE MARGUERITE
RUE DES DEPORTES,SAULCY SUR MEURTHE
RUE CHARLES WEILL,RAON L ETAPE
AVENUE FAIDHERBE,RAON L ETAPE
RUE DU 8 MAI 1945,RAON L ETAPE
PLACE DU MARECHAL JUIN,VAGNEY
PLACE DES ANCIENS COMBATTANTS,CLEURIE
ROUTE DE PUBAS,BASSE SUR LE RUPT
CONTREXARD,BASSE SUR LE RUPT
ROUTE DU CHANA,SAPOIS
AVENUE DU BOIS D HAZAU,CONTREXEVILLE
RUE ZIWER PACHA,CONTREXEVILLE
RUE DU BREUIL,AUZAINVILLIERS
RUE DU PAQUIS,SURIAUVILLE
RUE BARBAZAN,VAUDONCOURT
AVENUE DES FUSILLES,CAPAVENIR VOSGES
RUE DE LORRAINE,CAPAVENIR VOSGES
RUE DE LA SABLIERE,ST ETIENNE LES REMIREMONT
RUE DE SEUX,ST ETIENNE LES REMIREMONT
CHEMIN DU PURIFAING,ST ETIENNE LES REMIREMONT
RUE DE MONTIROCHE,ST NABORD
ROUTE DE HIELLE,VECOUX
RUE DU GENERAL PATCH,XERTIGNY
LE HAUT DE MOYENPAL,XERTIGNY
RUE DE LA GARE,XERTIGNY
RUE DE L ECOLE,UZEMAIN
ROUTE DE BELLEFONTAINE,RAON AUX BOIS
AVENUE DU GENERAL HENRYS,NEUFCHATEAU
RUE DU GUE,GURGY
LA RUE PEPIN,HAUTERIVE
LIEU DIT LES 80 BESACES,HAUTERIVE
RUE DU CHATEAU,ARCY SUR CURE
PLACE DE L EGLISE,LUCY SUR CURE
RUE DE L EGLISE,MAILLY LA VILLE
RUE DE NAILLY,ST MORE
RUE DE FRAIPONT,VOUTENAY SUR CURE
GRANDE RUE CHARLES DE GAULLE,CHAMPS SUR YONNE
CHEMIN DU SAULCE,ESCOLIVES STE CAMILLE
RUE DES PLUVIGNONS,QUENNE
PLACE DU PRESBYTERE,VENOY
GRANDE RUE,ANNAY SUR SEREIN
ROUTE DE CHAMPCEVRAIS,CHAMPIGNELLES
LIEU DIT LES MUSSOTS,TANNERRE EN PUISAYE
RUE DE LA POSTE,FLOGNY LA CHAPELLE
PLACE DE LA GARE,FLOGNY LA CHAPELLE
RUE DE L ARMANCE,BUTTEAUX
PLACE DU 8 MAI 1945,MIREBEAU
ROUTE DES TILLEULS,THURAGEAU
ROUTE D OUZILLY,THURAGEAU
PLACE DE L ECOLE,THURAGEAU
ROUTE DE CHAMPVROLLES,CHOUPPES
ROUTE DE SAINT JEAN DE SAUVES,MAZEUIL
ROUTE DE CUHON,CUHON
ROUTE OCEANE,CUHON
RUE DE L EGLISE,CRAON
RUE CLOTAIRE 1ER,SAIX
RUE DU LAVOIR,CURCAY SUR DIVE
RUE DES VIGNES,BERRIE
RUE DE L HUILERIE,POUANCAY
RUE DE LA MAIRIE,GOUEX
ROUTE DE POITIERS,MAZEROLLES
CHEMIN DU DOLMEN,SILLARS
ROUTE DE LA VALLEE,CIVAUX
RUE DES VIEUX PUITS,MAZEROLLES
RUE DE LA GARE,LUSSAC LES CHATEAUX
PLACE MARCEL CHAUVINEAU,ST JEAN DE SAUVES
PLACE COLIGNY,MONCONTOUR
ROUTES DES ROCHES,NOUAILLE MAUPERTUIS
ROUTE DES BORDES,NOUAILLE MAUPERTUIS
RUE DES FERMES,NOUAILLE MAUPERTUIS
CHEMIN DE SAVIGNY,NOUAILLE MAUPERTUIS
ROUTE DU PINIER,NOUAILLE MAUPERTUIS
IMPASSE DE L EGLISE,GIZAY
RUE DES 2 COMMUNES,ASLONNES
RUE DU CHATEAU,VERNON
RUE DE LA VALLEE,MONTAMISE
RUE DE LA PALLU,JAUNAY CLAN
ROUTE DE CHAIX,DISSAY
RUE DE LA MOURAUDERIE,DISSAY
RUE DE L EGLISE,DISSAY
LIEU DIT LA CORMAILLERE,DISSAY
ROUTE DE FORGES,ST GEORGES LES BAILLARGEAUX
RUE DE LA FONTAINE,VIVONNE
LIEU DIT L ANJOUINIERE,VIVONNE
RUE DU PARC,MARIGNY CHEMEREAU
ROUTE DU LIMOUSIN,LATHUS ST REMY
RUE NATIONALE,LATHUS ST REMY
RUE PRINCIPALE,LATHUS ST REMY
LIEU DIT PASSAC,CHAMPNIERS
RUE DE LA CHAUME,LINAZAY
LIEU DIT LA GRANDE BARBATE,LIZANT
RUE JEAN JACQUES ROUSSEAU,CIVRAY
RUE DU MOULIN NEUF,CIVRAY
AVENUE BAILLARGEON,CIVRAY
PLACE DE LA MAIRIE,ST PIERRE D EXIDEUIL
LIEU DIT LA SICOTIERE,PRINCAY
LIEU DIT DANDESIGNY,VERRUE
RUE PRINCIPALE,ADRIERS
LE BOURG,MOUTERRE SUR BLOURDE
RUE LOUIS JOUVET,MIGNE AUXANCES
RUE DE SALVERT,MIGNE AUXANCES
LIEU DIT RUSSAIS,PLEUMARTIN
RUE DE L EGLISE,AVAILLES LIMOUZINE
RUE DE L ANCIENNE GARE,LAVAUSSEAU
RUE DE JORSOLLES,BEAUMONT
RUE DE BRETIGNY,BEAUMONT
PLACE DU 11 NOVEMBRE,BEAUMONT
RUE DE LA MADELEINE,BEAUMONT
RUE DES AUGUSTINS,MONTMORILLON
LIEU DIT TRAVERSAY,CHAUNAY
RUE DE LA THOMASSINIERE,AVAILLES EN CHATELLERAULT
RUE PRINCAY,AVAILLES EN CHATELLERAULT
RUE MARCEL PAGNOL,CENON SUR VIENNE
PLACE GAMBETTA,NAINTRE
AVENUE COLBERT,VOUNEUIL SOUS BIARD
RUE DE CHINCE,CELLE LEVESCAULT
ROUTE DE SAINT SAUVANT,COUHE
RUE MARCEL RENAULT,PAYRE
RUE DE LA MAIRIE,JARDRES
RUE DE LA CHAUMILLIERE,LAVOUX
PLACE DE L EGLISE,LINIERS
RUE MICHELET,NEUVILLE DE POITOU
RUE LOUIS BLERIOT,BASSES
RUE DU BAS VILLIERS,VOUNEUIL SUR VIENNE
AVENUE DE L EUROPE,DANGE ST ROMAIN
LIEU DIT LA BERGERIE,COULONGES
PLACE SAINT MARTIN,JOURNET
BOULEVARD VICTOR HUGO,CHATELLERAULT
RUE DE LA PLAINE,CRAON
LIEU DIT LA CROIX DE CHAUME,ROIFFE
RUE DE L ANCIENNE TUILERIE,LA CHAUSSEE
RUE DES COSMOS,LATHUS ST REMY
RUE DU CENTRE,BOURG ARCHAMBAULT
ROUTE DU PUITS FLEURI,VOULEME
PLACE ROGER BOILEAU,CHAMPAGNE LE SEC
ROUTE DE LA VERGNEE,ANCHE
VILLAGE FRIAUDOUR,ST PARDOUX
BOULEVARD DE FLEURUS,LIMOGES
RUE DANIEL LAMAZIERE,LIMOGES
AVENUE ROLAND DORGELES,LIMOGES
AVENUE DE L AEROPORT,LIMOGES
RUE DE BRETAGNE,LIMOGES
AVENUE DU PRESIDENT VINCENT AURIOL,LIMOGES
RUE DU MARECHAL JOFFRE,LIMOGES
RUE PISSARRO,LIMOGES
BOULEVARD DES ARCADES,LIMOGES
LA GRANDE SERPENTINE,GOUVIEUX
RUE CORBIER THIEBAUT,GOUVIEUX
RUE DE NORMANDIE,GRANDRU
RUE D AMIENS,GRANDVILLIERS
RUE MARCEL POULIN,GUISCARD
RUE MANOISE,HANVOILE
RUE DU PETIT BOUT,HAUTE EPINE
RUE DE GOURNAY,HECOURT
PLACE DES FETES,HERMES
RUE DES BOIS,HOUDANCOURT
RUE DE COMPIEGNE,JAULZY
LA FECULERIE,GRANDFRESNOY
RUE DE JOUY SOUS THELLE,JOUY SOUS THELLE
RUE DIOGENE MAILLART,LACHAUSSEE DU BOIS D ECU
RUE DES HONNEURS,LACROIX ST OUEN
RUE ALEXANDRE SOIRON,LACROIX ST OUEN
ROUTE DE BEAUVAIS,LA HOUSSOYE
RUE PRINCIPALE,LALANDELLE
RUE BAILLON,LA NEUVILLE SUR OUDEUIL
RUE DE COURLIEU,LA RUE ST PIERRE
GRANDE RUE,LA RUE ST PIERRE
RUE BORDET,LA VILLENEUVE SOUS THURY
RUE DE LA MAIRIE,LABERLIERE
RUE PRINCIPALE,LABOSSE
RUE CLAUDE ROUSSELLE,LABOSSE
HAMEAU D AIGUISY,LACHELLE
GRANDE RUE,LACHELLE
RUE DE ROUVRES,LAGNY LE SEC
RUE DU TOUR DE VILLE,LALANDE EN SON
GRANDE RUE,LALANDE EN SON
AVENUE DE LA PLAGE,LAMORLAYE
AVENUE CHARLES DE GAULLE,LAMORLAYE
RUE DU GENERAL LECLERC,LA NEUVILLE EN HEZ
PLACE DE LA MAIRIE,LAVERSINES
RUE DE RESSONS,LE DELUGE
RUE DES LOMBARDS,LE FAYEL
RUE DU CHATEAU,LE MESNIL ST FIRMIN
RUE DE LA REPUBLIQUE,LE MEUX
RUE DES FLAGEOTS,LE MONT ST ADRIEN
RUE DE BULLES,LE PLESSIER SUR BULLES
RUE DU MUGUET,LE PLESSIER SUR ST JUST
RUE DU CHATEAU,VAUCIENNES
AVENUE DE LA GARE,LE PLESSIS BELLEVILLE
AVENUE DE LA REPUBLIQUE,LE PLESSIS BELLEVILLE
GRANDE RUE,LE QUESNEL AUBRY
RUE DU CHATEAU,LE VAUMAIN
RUE DE LA MORINAUDE,LEVIGNEN
RUE CARNOT,LEVIGNEN
RUE ROGER DUPLESSIS,LIANCOURT
RUE DU GENERAL LECLERC,LIANCOURT
RUE PASTEUR,LIANCOURT
GRANDE RUE,LIEUVILLERS
RUE DE L ORMEL VOISIN,LITZ
RUE DU GRAND FERRE,LONGUEIL STE MARIE
AVENUE DES CHANTIERS,LONGUEIL ANNEL
IMPASSE DES AJONCS,LONGUEIL ANNEL
RUE DE GOURNAY,LORMAISON
LIEU DIT LES FORGES,MILLY SUR THERAIN
RUE BERNARD HAMELIN,BETZ
RUE DE SAINT MARTIN,MAIGNELAY MONTIGNY
RUE JEAN JAURES,MARGNY LES COMPIEGNE
RUE DU BOIS CURE,MARGNY SUR MATZ
RUE DE L EGLISE,MAROLLES
RUE DE RESSONS,MARQUEGLISE
RUE DE LA CHAPELLE,MARSEILLE EN BEAUVAISIS
RUE DU MOULIN,MAUCOURT
RUE DU PRIEURE,MAYSEL
GRANDE RUE,MELLO
RUE DE L EGLISE,MENEVILLERS
RUE LOUIS BLOQUET,MERU
RUE ANATOLE FRANCE,MERU
AVENUE ARTHUR RIMBAUD,MERU
RUE VICTOR SCHOELCHER,MERU
RUE DES MARTYRS DE LA RESISTANCE,MERU
ALLEE LOUIS LUMIERE,MERU
RUE DU GRAND CHEMIN,MONCEAUX L ABBAYE
RUE ABEL LANCELOT,MONTATAIRE
AVENUE DU 19 MARS 1962,MONTATAIRE
PLACE PIERRE SEMARD,MONTATAIRE
RUE JULES VALLES,MONTATAIRE
RUE LOUIS BLANC,MONTATAIRE
PLACE DE LA MAIRIE,MONTGERAIN
RUE DU CHEMIN VERT,MONTJAVOULT
RUE CHARLES CAILLE,MONTMACQ
RUE DE LA MAIRIE,MONTMARTIN
RUE DU PRIEURE,MONTREUIL SUR BRECHE
PLACE SAINT CLEMENT,MORIENVAL
RUE BASSE,MORTEFONTAINE EN THELLE
RUE DU MOULIN,MORTEMER
RUE RIQUEFOSSE,MORVILLERS
PLACE CANTREL,MOUY
PLACE DE LA MAIRIE,NAMPCEL
PLACE DE LA REPUBLIQUE,NANTEUIL LE HAUDOUIN
RUE DU MOULIN FERRY,NANTEUIL LE HAUDOUIN
RUE DU PUISEAU,NANTEUIL LE HAUDOUIN
LA CROIX D ANDOLLE,NANTEUIL LE HAUDOUIN
GRANDE RUE,NERY
RUE LOUIS FAUSSARD,NEUFCHELLES
GRANDE RUE,NEUILLY SOUS CLERMONT
AVENUE DES 5 MARTYRS,NEUILLY EN THELLE
COURS DE L ILLIADE,ILLKIRCH GRAFFENSTADEN
GRAND RUE,ASCHBACH
RUE DU TILLEUL,HOFFEN
RUE ECKHARD,INGOLSHEIM
RUE PRINCIPALE,OBERROEDERN
RUE DU DOCTEUR DEUTSCH,SOULTZ SOUS FORETS
RUE PRINCIPALE,STUNDWILLER
RUE DU MAIRE RUPP,STEINSELTZ
RUE DES FORGERONS,SEEBACH
RUE DU MAIRE RUPP,STEINSELTZ
PLACE DE LA REPUBLIQUE,WISSEMBOURG
RUE PRINCIPALE,OBERDORF SPACHBACH
RUE PRINCIPALE,NIEDERSTEINBACH
RUE DES CHASSEURS,KALTENHOUSE
RUE PRINCIPALE,SCHIRRHEIN
RUE DU SENATEUR KISTLER,HERRLISHEIM
RUE DE L HOTEL DE VILLE,MARCKOLSHEIM
RUE DU MARECHAL JOFFRE,ANDLAU
RUE SIMONSBRUNNE,HEILIGENSTEIN
RUE PRINCIPALE,HEILIGENSTEIN
RUE FINKWILLER,EPFIG
RUE DES ECOLES,BISCHOFFSHEIM
RUE DE SELESTAT,OBERNAI
RUE DU MARECHAL KOENIG,OBERNAI
RUE PRINCIPALE,NIEDERNAI
RUE DU GENERAL GOURAUD,OBERNAI
RUE PRINCIPALE,NATZWILLER
RUE DU MONT SAINTE ODILE,OTTROTT
RUE DU CHATEAU,ST NABOR
AVENUE DES MYRTILLES,OTTROTT
RUE DES PRUNELLES,ROSHEIM
PLACE DE L EGLISE,ROSENWILLER
RUE PRINCIPALE,ROSENWILLER
RUE DE LA CHAMBRETTE,RANRUPT
ROUTE DES PRINCES,PLAINE
RUE DU GENERAL DE GAULLE,LA BROQUE
RUE DU HAUT BOUT,BAREMBACH
RUE PRINCIPALE,LUTZELHOUSE
LES QUELLES,LA BROQUE
RUE PRINCIPALE,BLANCHERUPT
RUE DE L EGLISE,WILDERSBACH
RUE DE RIANGOUTTE,NEUVILLER LA ROCHE
PLACE DE LA MAIRIE,MUHLBACH SUR BRUCHE
RUE DE LA FORET,ROTHAU
RUE DES DEPORTES,ROTHAU
RUE PRINCIPALE,OBERBRONN
RUE DE LA MODER,OBERMODERN ZUTZENDORF
PLACE DES FINES HERBES,OBERNAI
RUE DE L EGLISE,MUTZIG
RUE DU DOCTEUR SCHWEITZER,MUTZIG
RUE HERMES,MUTZIG
BOULEVARD CLEMENCEAU,MUTZIG
ROUTE DU GUIRBADEN,MOLLKIRCH
ROUTE DE LA FISCHHUTTE,MOLLKIRCH
RUE DE L HOPITAL,MOLSHEIM
RUE NOTRE DAME,MOLSHEIM
QUAI DES ANCIENS ABATTOIRS,MOLSHEIM
RUE PRINCIPALE,ALTORF
RUE ETTORE BUGATTI,DORLISHEIM
RUE DE LA GARE,DUTTLENHEIM
RUE DU GENERAL KOENIG,REICHSHOFFEN
RUE DU MILIEU,ERNOLSHEIM BRUCHE
RUE DE LA GARE,ERNOLSHEIM BRUCHE
RUE DE LA LIBERTE,KOLBSHEIM
RUE DE L EGLISE,DIEBOLSHEIM
RUE PRINCIPALE,FRIESENHEIM
PLACE DE LA MAIRIE,HERBSHEIM
RUE DE LA CHASSE,RHINAU
RUE DU 20 NOVEMBRE,WESTHOUSE
RUE DE L UNTERELSAU,STRASBOURG
ROUTE DE SCHIRMECK,STRASBOURG
RUE MICHEL ANGE,STRASBOURG
ROUTE DE SAVERNE,OBERHAUSBERGEN
RUE DU GENERAL DE GAULLE,OBERHAUSBERGEN
RUE PRINCIPALE,MITTELHAUSBERGEN
PLACE DE L HOPITAL,STRASBOURG
PLACE DU QUARTIER BLANC,STRASBOURG
RUE DU FAUBOURG DE SAVERNE,STRASBOURG
RUE DU FAUBOURG NATIONAL,STRASBOURG
RUE DU HAUT KOENIGSBOURG,VILLE
RUE DE LA GRANGE,STRASBOURG
RUE DE L ILL,MATZENHEIM
AVENUE ARISTIDE BRIAND,STRASBOURG
RUE DE WATTWILLER,STRASBOURG
PLACE HENRI WILL,STRASBOURG
RUE DE LA GANZAU,STRASBOURG
PLACE DU MAIRE WENDLING,SCHWEIGHOUSE SUR MODER
RUE DE L ETANG,PLOBSHEIM
RUE DES VOSGES,SELESTAT
RUE DU FORT,GEISPOLSHEIM
RUE DE ROUFFIGNAC,BINDERNHEIM
RUE DU SEL,BINDERNHEIM
RUE DU MARECHAL FOCH,CHATENOIS
RUE DU MARECHAL FOCH,CHATENOIS
ROUTE DE SELESTAT,MUTTERSHOLTZ
RUE DU CHATEAU,SOULTZ SOUS FORETS
RUE SAINTE ODILE,SELESTAT
RUE DU MONT SAINTE ODILE,BREITENBACH
IMPASSE DES JARDINS,DIEFFENBACH AU VAL
RUE SAINT GILLES,ST PIERRE BOIS
AVENUE D OSSAU,LEE
RUE SARRABAT,SENDETS
ROUTE DE L EGLISE,DIUSSE
ROUTE DEPARTEMENTALE 296,BOUEILH BOUEILHO LASQUE
CHEMIN DE BOUE,MASCARAAS HARON
ROUTE DE L EGLISE,MONCLA
PLACE DE L EGLISE,TADOUSSE USSAU
VOIE DES MOSAIQUES,TARON SADIRAC VIELLENAVE
AVENUE CHARLES DE GAULLE,BOUCAU
RUE SAINT JACQUES DE COMPOSTELLE,ANOYE
LE BOURG,BASSILLON VAUZE
CHEMIN CAMI CAMINAU,MASPIE LALONQUERE JUILLACQ
CHEMIN DEPARTEMENTAL 143,LESPIELLE
CHEMIN LAMARQUE,SEMEACQ BLACHON
ROUTE DE LASSEUBE,LACOMMANDE
CHEMIN DES CRETES,LUCQ DE BEARN
CHEMIN DES CRETES,LUCQ DE BEARN
RUE BARADA,MONEIN
RUE DES CAMELIAS,MONEIN
ROUTE DE LUCQ DE BEARN,MONEIN
BOURG,CASTILLON D ARTHEZ
ROUTE DE L EGLISE,GEUS D ARZACQ
CHEMIN DEPARTEMENTAL 945,HAGETAUBIN
ROUTE DEPARTEMENTALE 936,BARRAUTE CAMU
PLACE DE MUNEIN,ST GLADIE ARRIVE MUNEIN
BOURG GAGNEKO BIDIA,ESQUIULE
RUE JELIOTTE,ESTOS
RUE DU BOURGUET,GEUS D OLORON
RUE DE L EGLISE,LEDEUIX
AVENUE ALEXANDER FLEMING,OLORON STE MARIE
RUE LOUIS BARTHOU,OLORON STE MARIE
PLACE GEORGES CLEMENCEAU,OLORON STE MARIE
RUE ADOUE,OLORON STE MARIE
AVENUE ALEXANDER FLEMING,OLORON STE MARIE
PLACE DU MARCADIEU,ARZACQ ARRAZIGUET
CHEMIN FICHOUS,LOUVIGNY
LE BOURG,MALAUSSANNE
ROUTE D ARZACQ,MERACQ
